;DC;AREA;ZC_LOC;ID_ZONA_LOC;NVIV;NHOGAR;PERSONAN;P07;P08;P09;P10;P10COMUNA;P10PAIS;P11;P11COMUNA;P11PAIS;P12;P12COMUNA;P12PAIS;P12A_LLEGADA;P12A_TRAMO;P13;P14;P15;P15A;P16;P16A;P16A_OTRO;P17;P18;P19;P20;P21M;P21A;P10PAIS_GRUPO;P11PAIS_GRUPO;P12PAIS_GRUPO;ESCOLARIDAD;P16A_GRUPO;REGION_15R;PROVINCIA_15R;COMUNA_15R;P10COMUNA_15R;P11COMUNA_15R;P12COMUNA_15R;REGION_PROVINCIA_COMUNA
12318594;7.0;1.0;6.0;4729.0;1024.0;1.0;1.0;1.0;1.0;44.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;13101.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;2.0;98.0;98.0;1.0;G;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;8.0;98.0;7.0;73.0;7301.0;98.0;98.0;13101.0;7_73_7301
12069035;6.0;1.0;5.0;1237.0;1307.0;1.0;2.0;2.0;2.0;60.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;14204.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;1.0;P;3.0;3.0;2.0;1985.0;998.0;998.0;998.0;12.0;98.0;7.0;74.0;7401.0;98.0;98.0;14204.0;7_74_7401
12841942;14.0;1.0;7.0;12969.0;1254.0;1.0;1.0;1.0;2.0;57.0;1.0;98.0;998.0;2.0;98.0;998.0;4.0;98.0;998.0;1966.0;4.0;2.0;7.0;5.0;2.0;2.0;98.0;98.0;1.0;N;4.0;4.0;9.0;1989.0;998.0;998.0;32.0;7.0;98.0;7.0;71.0;7101.0;98.0;98.0;98.0;7_71_7101
12488959;8.0;2.0;60.0;14712.0;413.0;1.0;2.0;2.0;2.0;56.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;13101.0;998.0;9998.0;98.0;2.0;2.0;7.0;2.0;2.0;98.0;98.0;6.0;98;4.0;4.0;8.0;1992.0;998.0;998.0;998.0;10.0;98.0;7.0;71.0;7109.0;98.0;98.0;13101.0;7_71_7109
11864963;4.0;1.0;1.0;11469.0;859.0;1.0;2.0;5.0;1.0;45.0;1.0;98.0;998.0;3.0;997.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;8.0;4.0;1.0;2.0;98.0;98.0;4.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;98.0;7.0;74.0;7406.0;98.0;997.0;98.0;7_74_7406
12164570;2.0;2.0;4.0;8387.0;64.0;1.0;2.0;4.0;2.0;54.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;9114.0;998.0;9998.0;98.0;3.0;98.0;98.0;98.0;1.0;1.0;98.0;6.0;98;3.0;3.0;4.0;1993.0;998.0;998.0;998.0;0.0;1.0;7.0;73.0;7306.0;98.0;98.0;9114.0;7_73_7306
12561592;5.0;1.0;6.0;10249.0;1347.0;1.0;2.0;2.0;2.0;39.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;7109.0;998.0;9998.0;98.0;2.0;4.0;12.0;1.0;2.0;98.0;98.0;6.0;98;3.0;3.0;9.0;2016.0;998.0;998.0;998.0;16.0;98.0;7.0;71.0;7105.0;98.0;98.0;7109.0;7_71_7105
12605649;2.0;1.0;2.0;3239.0;714.0;1.0;1.0;1.0;2.0;43.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;2.0;7.0;2.0;2.0;98.0;98.0;1.0;S;2.0;2.0;1.0;2004.0;998.0;998.0;998.0;10.0;98.0;7.0;71.0;7102.0;98.0;98.0;98.0;7_71_7102
12853745;14.0;1.0;10.0;11211.0;676.0;1.0;1.0;1.0;2.0;38.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;13101.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;2.0;98.0;98.0;1.0;T;4.0;4.0;8.0;2012.0;998.0;998.0;998.0;8.0;98.0;7.0;71.0;7101.0;98.0;98.0;13101.0;7_71_7101
12337855;10.0;1.0;1.0;5698.0;813.0;1.0;2.0;5.0;2.0;5.0;1.0;98.0;998.0;570000.0;2101.0;998.0;2.0;2101.0;998.0;9998.0;98.0;1.0;0.0;3.0;2.0;99.0;99.0;99.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;99.0;7.0;73.0;7301.0;98.0;2101.0;2101.0;7_73_7301
12649435;3.0;1.0;2.0;10195.0;127.0;1.0;12.0;17.0;2.0;97.0;2.0;98.0;998.0;2.0;98.0;998.0;99.0;99.0;999.0;9999.0;99.0;3.0;98.0;98.0;98.0;99.0;99.0;99.0;7.0;98;99.0;99.0;99.0;9999.0;998.0;998.0;999.0;0.0;99.0;7.0;71.0;7101.0;98.0;98.0;99.0;7_71_7101
12629528;3.0;1.0;2.0;11147.0;1597.0;1.0;3.0;5.0;2.0;1.0;1.0;98.0;998.0;1.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;0.0;1.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;98.0;7.0;71.0;7102.0;98.0;98.0;98.0;7_71_7102
12598775;1.0;1.0;2.0;1165.0;786.0;1.0;4.0;5.0;2.0;35.0;1.0;98.0;998.0;2.0;98.0;998.0;99.0;99.0;999.0;9999.0;99.0;2.0;4.0;8.0;1.0;99.0;99.0;99.0;1.0;Z;2.0;2.0;2.0;2014.0;998.0;998.0;999.0;12.0;99.0;7.0;71.0;7102.0;98.0;98.0;99.0;7_71_7102
