;DC;AREA;ZC_LOC;ID_ZONA_LOC;NVIV;NHOGAR;PERSONAN;P07;P08;P09;P10;P10COMUNA;P10PAIS;P11;P11COMUNA;P11PAIS;P12;P12COMUNA;P12PAIS;P12A_LLEGADA;P12A_TRAMO;P13;P14;P15;P15A;P16;P16A;P16A_OTRO;P17;P18;P19;P20;P21M;P21A;P10PAIS_GRUPO;P11PAIS_GRUPO;P12PAIS_GRUPO;ESCOLARIDAD;P16A_GRUPO;REGION_15R;PROVINCIA_15R;COMUNA_15R;P10COMUNA_15R;P11COMUNA_15R;P12COMUNA_15R;REGION_PROVINCIA_COMUNA
12214401;5.0;1.0;1.0;5042.0;1006.0;1.0;1.0;1.0;1.0;29.0;1.0;98.0;998.0;3.0;8101.0;998.0;2.0;8110.0;998.0;9998.0;98.0;1.0;8.0;5.0;1.0;2.0;98.0;98.0;1.0;A;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;8.0;98.0;7.0;73.0;7304.0;98.0;8101.0;8110.0;7_73_7304
12664524;6.0;1.0;1.0;11701.0;708.0;1.0;1.0;1.0;1.0;32.0;1.0;98.0;998.0;3.0;5109.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;2.0;11.0;1.0;2.0;98.0;98.0;1.0;H;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;14.0;98.0;7.0;71.0;7101.0;98.0;5109.0;98.0;7_71_7101
12245479;2.0;1.0;1.0;11762.0;267.0;1.0;6.0;12.0;;4.0;1.0;98.0;998.0;1.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;0.0;2.0;1.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;98.0;7.0;73.0;7301.0;98.0;98.0;98.0;7_73_7301
12047418;4.0;2.0;17.0;6980.0;114.0;1.0;4.0;2.0;1.0;30.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;6.0;5.0;2.0;2.0;98.0;98.0;1.0;F;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;6.0;98.0;7.0;74.0;7401.0;98.0;98.0;98.0;7_74_7401
12020104;3.0;1.0;1.0;5237.0;433.0;1.0;1.0;1.0;2.0;67.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;7.0;5.0;2.0;2.0;98.0;98.0;7.0;98;99.0;99.0;99.0;9999.0;998.0;998.0;998.0;7.0;98.0;7.0;74.0;7401.0;98.0;98.0;98.0;7_74_7401
12496089;12.0;2.0;52.0;2707.0;168.0;1.0;4.0;5.0;2.0;2.0;1.0;98.0;998.0;1.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;3.0;98.0;98.0;98.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;98.0;7.0;71.0;7109.0;98.0;98.0;98.0;7_71_7109
12197750;2.0;2.0;8.0;4199.0;29.0;1.0;2.0;5.0;1.0;32.0;1.0;98.0;998.0;3.0;7301.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;1.0;A;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;12.0;98.0;7.0;73.0;7304.0;98.0;7301.0;98.0;7_73_7304
12145222;4.0;2.0;8.0;4767.0;145.0;1.0;1.0;1.0;1.0;;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;1.0;7.0;2.0;2.0;98.0;98.0;1.0;G;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;9.0;98.0;7.0;73.0;7307.0;98.0;98.0;98.0;7_73_7307
12297903;6.0;2.0;32.0;9283.0;48.0;1.0;2.0;2.0;2.0;38.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;2.0;11.0;1.0;2.0;98.0;98.0;6.0;98;1.0;1.0;9.0;2009.0;998.0;998.0;998.0;14.0;98.0;7.0;73.0;7301.0;98.0;98.0;98.0;7_73_7301
12691011;7.0;1.0;6.0;15025.0;532.0;1.0;2.0;2.0;2.0;21.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;4.0;8.0;1.0;2.0;98.0;98.0;1.0;Q;2.0;2.0;10.0;2015.0;998.0;998.0;998.0;12.0;98.0;7.0;71.0;7101.0;98.0;98.0;98.0;7_71_7101
11880718;5.0;2.0;49.0;4347.0;123.0;1.0;4.0;5.0;2.0;34.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;2.0;98.0;98.0;6.0;98;2.0;2.0;2.0;2006.0;998.0;998.0;998.0;8.0;98.0;7.0;74.0;7406.0;98.0;98.0;98.0;7_74_7406
11821368;3.0;1.0;1.0;11825.0;8.0;1.0;3.0;5.0;1.0;11.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;5.0;5.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;5.0;98.0;7.0;74.0;7408.0;98.0;98.0;98.0;7_74_7408
12245169;2.0;1.0;1.0;11762.0;140.0;1.0;6.0;15.0;1.0;22.0;1.0;98.0;998.0;3.0;7401.0;998.0;2.0;7401.0;998.0;9998.0;98.0;1.0;1.0;12.0;2.0;2.0;98.0;98.0;5.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;13.0;98.0;7.0;73.0;7301.0;98.0;7401.0;7401.0;7_73_7301
12172714;1.0;1.0;2.0;1124.0;184.0;1.0;3.0;5.0;1.0;60.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;7302.0;998.0;9998.0;98.0;2.0;6.0;5.0;2.0;2.0;98.0;98.0;1.0;A;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;6.0;98.0;7.0;73.0;7305.0;98.0;98.0;7302.0;7_73_7305
12212003;5.0;1.0;1.0;5042.0;244.0;1.0;2.0;2.0;2.0;81.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;13501.0;998.0;9998.0;98.0;2.0;6.0;6.0;1.0;2.0;98.0;98.0;7.0;98;4.0;4.0;3.0;1967.0;998.0;998.0;998.0;6.0;98.0;7.0;73.0;7304.0;98.0;98.0;13501.0;7_73_7304
11819351;1.0;2.0;8.0;14240.0;146.0;1.0;1.0;1.0;2.0;52.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;6.0;5.0;2.0;99.0;99.0;99.0;99.0;99;99.0;99.0;99.0;9999.0;998.0;998.0;998.0;6.0;99.0;7.0;74.0;7408.0;98.0;98.0;98.0;7_74_7408
12449856;1.0;1.0;1.0;158.0;334.0;1.0;3.0;6.0;2.0;18.0;1.0;98.0;998.0;3.0;7101.0;998.0;2.0;7101.0;998.0;9998.0;98.0;1.0;99.0;8.0;2.0;2.0;98.0;98.0;5.0;98;0.0;98.0;98.0;9998.0;998.0;998.0;998.0;99.0;98.0;7.0;71.0;7110.0;98.0;7101.0;7101.0;7_71_7110
12610381;2.0;1.0;3.0;229.0;1135.0;1.0;1.0;1.0;2.0;43.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;3.0;7.0;2.0;2.0;98.0;98.0;6.0;98;2.0;2.0;1.0;2001.0;998.0;998.0;998.0;11.0;98.0;7.0;71.0;7102.0;98.0;98.0;98.0;7_71_7102
12227853;1.0;1.0;1.0;12608.0;538.0;1.0;2.0;4.0;2.0;59.0;1.0;98.0;998.0;3.0;7309.0;998.0;2.0;7103.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;2.0;98.0;98.0;6.0;98;1.0;1.0;4.0;1979.0;998.0;998.0;998.0;8.0;98.0;7.0;73.0;7303.0;98.0;7309.0;7103.0;7_73_7303
12544682;5.0;1.0;2.0;86.0;856.0;1.0;1.0;1.0;1.0;34.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;1.0;C;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;12.0;98.0;7.0;71.0;7105.0;98.0;98.0;98.0;7_71_7105
12331424;9.0;1.0;1.0;12012.0;2507.0;1.0;3.0;5.0;1.0;18.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;3.0;8.0;2.0;2.0;98.0;98.0;5.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;11.0;98.0;7.0;73.0;7301.0;98.0;98.0;98.0;7_73_7301
11924640;2.0;1.0;2.0;75.0;1094.0;1.0;1.0;1.0;2.0;31.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;5701.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;1.0;A;2.0;2.0;5.0;2013.0;998.0;998.0;998.0;12.0;98.0;7.0;74.0;7404.0;98.0;98.0;5701.0;7_74_7404
11921922;2.0;1.0;1.0;16029.0;899.0;1.0;3.0;5.0;2.0;33.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;7101.0;998.0;9998.0;98.0;1.0;5.0;12.0;2.0;2.0;98.0;98.0;1.0;Q;1.0;1.0;8.0;2009.0;998.0;998.0;998.0;17.0;98.0;7.0;74.0;7404.0;98.0;98.0;7101.0;7_74_7404
