;DC;AREA;ZC_LOC;ID_ZONA_LOC;NVIV;NHOGAR;PERSONAN;P07;P08;P09;P10;P10COMUNA;P10PAIS;P11;P11COMUNA;P11PAIS;P12;P12COMUNA;P12PAIS;P12A_LLEGADA;P12A_TRAMO;P13;P14;P15;P15A;P16;P16A;P16A_OTRO;P17;P18;P19;P20;P21M;P21A;P10PAIS_GRUPO;P11PAIS_GRUPO;P12PAIS_GRUPO;ESCOLARIDAD;P16A_GRUPO;REGION_15R;PROVINCIA_15R;COMUNA_15R;P10COMUNA_15R;P11COMUNA_15R;P12COMUNA_15R;REGION_PROVINCIA_COMUNA
11902910;1.0;2.0;36.0;13907.0;58.0;1.0;3.0;5.0;2.0;24.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;1.0;P;1.0;1.0;4.0;2012.0;998.0;998.0;998.0;12.0;98.0;7.0;74.0;7405.0;98.0;98.0;98.0;7_74_7405
12110087;1.0;1.0;1.0;5103.0;933.0;1.0;2.0;12.0;2.0;11.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;7307.0;998.0;9998.0;98.0;1.0;5.0;5.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;5.0;98.0;7.0;73.0;;98.0;98.0;7307.0;7_73_7308
11970572;3.0;2.0;51.0;9814.0;36.0;1.0;4.0;12.0;1.0;0.0;3.0;13106.0;998.0;1.0;98.0;998.0;2.0;13106.0;998.0;9998.0;98.0;2.0;0.0;1.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;98.0;7.0;74.0;7403.0;13106.0;98.0;13106.0;7_74_7403
12264130;4.0;1.0;1.0;;703.0;1.0;2.0;7.0;1.0;57.0;1.0;98.0;998.0;99.0;99.0;999.0;2.0;7303.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;99.0;99.0;99.0;6.0;98;98.0;98.0;98.0;9998.0;998.0;999.0;998.0;8.0;99.0;7.0;73.0;7301.0;98.0;99.0;7303.0;7_73_7301
11841460;2.0;1.0;1.0;13432.0;323.0;1.0;2.0;5.0;1.0;12.0;1.0;98.0;998.0;3.0;7401.0;998.0;2.0;7101.0;998.0;9998.0;98.0;1.0;5.0;5.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;5.0;98.0;7.0;74.0;7407.0;98.0;7401.0;7101.0;7_74_7407
11974763;5.0;2.0;33.0;10900.0;36.0;1.0;1.0;1.0;1.0;65.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;6.0;5.0;2.0;2.0;98.0;98.0;7.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;6.0;98.0;7.0;74.0;7403.0;98.0;98.0;98.0;7_74_7403
12558875;5.0;1.0;6.0;10249.0;361.0;1.0;2.0;2.0;2.0;59.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;6301.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;2.0;98.0;98.0;6.0;98;2.0;2.0;12.0;1989.0;998.0;998.0;998.0;8.0;98.0;7.0;71.0;7105.0;98.0;98.0;6301.0;7_71_7105
12268642;4.0;1.0;3.0;15222.0;80.0;1.0;2.0;5.0;1.0;23.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;2.0;12.0;2.0;2.0;98.0;98.0;5.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;14.0;98.0;7.0;73.0;7301.0;98.0;98.0;98.0;7_73_7301
12366548;11.0;2.0;37.0;4074.0;86.0;2.0;3.0;5.0;1.0;0.0;1.0;98.0;998.0;1.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;99.0;99.0;99.0;99.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;99.0;98.0;7.0;73.0;7301.0;98.0;98.0;98.0;7_73_7301
12041549;4.0;1.0;2.0;8845.0;271.0;1.0;2.0;2.0;1.0;70.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;8309.0;998.0;9998.0;98.0;2.0;3.0;11.0;1.0;2.0;98.0;98.0;7.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;15.0;98.0;7.0;74.0;7401.0;98.0;98.0;8309.0;7_74_7401
