;DC;AREA;ZC_LOC;ID_ZONA_LOC;NVIV;NHOGAR;PERSONAN;P07;P08;P09;P10;P10COMUNA;P10PAIS;P11;P11COMUNA;P11PAIS;P12;P12COMUNA;P12PAIS;P12A_LLEGADA;P12A_TRAMO;P13;P14;P15;P15A;P16;P16A;P16A_OTRO;P17;P18;P19;P20;P21M;P21A;P10PAIS_GRUPO;P11PAIS_GRUPO;P12PAIS_GRUPO;ESCOLARIDAD;P16A_GRUPO;REGION_15R;PROVINCIA_15R;COMUNA_15R;P10COMUNA_15R;P11COMUNA_15R;P12COMUNA_15R;REGION_PROVINCIA_COMUNA
12641695;1.0;1.0;1.0;16052.0;230.0;1.0;2.0;16.0;2.0;57.0;1.0;98.0;998.0;99.0;99.0;999.0;2.0;7109.0;998.0;9998.0;98.0;2.0;2.0;5.0;2.0;2.0;98.0;98.0;1.0;T;0.0;98.0;98.0;9998.0;998.0;999.0;998.0;2.0;98.0;7.0;71.0;7101.0;98.0;99.0;7109.0;7_71_7101
11998070;2.0;1.0;1.0;7179.0;120.0;1.0;1.0;1.0;1.0;56.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;2.0;98.0;98.0;7.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;8.0;98.0;7.0;74.0;7402.0;98.0;98.0;98.0;7_74_7402
12013018;1.0;1.0;2.0;10531.0;425.0;1.0;1.0;1.0;1.0;72.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;7403.0;998.0;9998.0;98.0;2.0;5.0;6.0;2.0;2.0;98.0;98.0;1.0;S;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;5.0;98.0;7.0;74.0;7401.0;98.0;98.0;7403.0;7_74_7401
12493912;12.0;2.0;6.0;786.0;89.0;1.0;3.0;5.0;2.0;18.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;4.0;8.0;1.0;99.0;99.0;99.0;1.0;H;0.0;98.0;98.0;9998.0;998.0;998.0;998.0;12.0;99.0;7.0;71.0;7109.0;98.0;98.0;98.0;7_71_7109
12375000;16.0;2.0;26.0;2214.0;114.0;1.0;2.0;2.0;2.0;61.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;14101.0;998.0;9998.0;98.0;3.0;98.0;98.0;98.0;2.0;98.0;98.0;8.0;98;3.0;3.0;12.0;1989.0;998.0;998.0;998.0;0.0;98.0;7.0;73.0;7301.0;98.0;98.0;14101.0;7_73_7301
12440965;16.0;1.0;1.0;9975.0;1105.0;1.0;1.0;1.0;1.0;23.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;1.0;H;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;12.0;98.0;7.0;72.0;7201.0;98.0;98.0;98.0;7_72_7201
12563064;5.0;1.0;7.0;13157.0;390.0;1.0;1.0;1.0;1.0;39.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;7101.0;998.0;9998.0;98.0;2.0;1.0;7.0;2.0;2.0;98.0;98.0;1.0;F;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;9.0;98.0;7.0;71.0;7105.0;98.0;98.0;7101.0;7_71_7105
11901056;1.0;1.0;2.0;12082.0;1282.0;1.0;5.0;12.0;2.0;1.0;1.0;98.0;998.0;1.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;99.0;99.0;99.0;99.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;99.0;98.0;7.0;74.0;7405.0;98.0;98.0;98.0;7_74_7405
12619739;2.0;1.0;5.0;4805.0;574.0;1.0;5.0;12.0;2.0;7.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;1.0;5.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;1.0;98.0;7.0;71.0;7102.0;98.0;98.0;98.0;7_71_7102
11908630;5.0;2.0;6.0;9027.0;24.0;1.0;2.0;15.0;1.0;42.0;1.0;98.0;998.0;99.0;99.0;999.0;99.0;99.0;999.0;9999.0;99.0;3.0;98.0;98.0;98.0;99.0;99.0;99.0;8.0;98;98.0;98.0;98.0;9998.0;998.0;999.0;999.0;0.0;99.0;7.0;74.0;7405.0;98.0;99.0;99.0;7_74_7405
