;DC;AREA;ZC_LOC;ID_ZONA_LOC;NVIV;NHOGAR;PERSONAN;P07;P08;P09;P10;P10COMUNA;P10PAIS;P11;P11COMUNA;P11PAIS;P12;P12COMUNA;P12PAIS;P12A_LLEGADA;P12A_TRAMO;P13;P14;P15;P15A;P16;P16A;P16A_OTRO;P17;P18;P19;P20;P21M;P21A;P10PAIS_GRUPO;P11PAIS_GRUPO;P12PAIS_GRUPO;ESCOLARIDAD;P16A_GRUPO;REGION_15R;PROVINCIA_15R;COMUNA_15R;P10COMUNA_15R;P11COMUNA_15R;P12COMUNA_15R;REGION_PROVINCIA_COMUNA
8069104;3.0;2.0;9.0;10026.0;66.0;1.0;2.0;4.0;2.0;41.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;10302.0;998.0;9998.0;98.0;1.0;4.0;7.0;1.0;1.0;1.0;98.0;3.0;P;2.0;2.0;5.0;2008.0;998.0;998.0;998.0;12.0;1.0;10.0;103.0;10303.0;98.0;98.0;10302.0;10_103_10303
7471787;11.0;1.0;1.0;13554.0;622.0;1.0;184.0;17.0;2.0;65.0;3.0;13401.0;998.0;3.0;13401.0;998.0;2.0;997.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;7.0;98;3.0;3.0;10.0;1992.0;998.0;998.0;998.0;12.0;98.0;13.0;131.0;13101.0;13401.0;13401.0;997.0;13_131_13101
21001;3.0;1.0;2.0;3457.0;1361.0;1.0;1.0;1.0;2.0;50.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;2.0;13.0;1.0;1.0;2.0;98.0;1.0;P;0.0;98.0;98.0;9998.0;998.0;998.0;998.0;19.0;2.0;15.0;151.0;15101.0;98.0;98.0;98.0;15_151_15101
16099190;18.0;1.0;4.0;10468.0;996.0;1.0;3.0;12.0;1.0;5.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;0.0;1.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;98.0;4.0;41.0;4102.0;98.0;98.0;98.0;4_41_4102
3956800;5.0;1.0;2.0;4641.0;1334.0;1.0;3.0;12.0;2.0;12.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;6.0;5.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;6.0;98.0;13.0;131.0;13122.0;98.0;98.0;98.0;13_131_13122
14208420;1.0;1.0;7.0;11174.0;632.0;1.0;5.0;5.0;2.0;12.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;6.0;5.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;6.0;98.0;5.0;57.0;5701.0;98.0;98.0;98.0;5_57_5701
14954257;8.0;1.0;1.0;6695.0;1306.0;1.0;1.0;1.0;2.0;82.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;13101.0;998.0;9998.0;98.0;2.0;4.0;12.0;99.0;1.0;1.0;98.0;7.0;98;9.0;4.0;1.0;1975.0;998.0;998.0;998.0;16.0;1.0;5.0;51.0;5109.0;98.0;98.0;13101.0;5_51_5109
3079987;7.0;1.0;3.0;8625.0;627.0;1.0;4.0;5.0;1.0;9.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;1.0;2.0;5.0;2.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;2.0;98.0;13.0;131.0;13127.0;98.0;98.0;98.0;13_131_13127
443397;2.0;2.0;8.0;9024.0;119.0;1.0;1.0;1.0;1.0;40.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;1.0;1.0;98.0;1.0;Z;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;8.0;1.0;14.0;141.0;14102.0;98.0;98.0;98.0;14_141_14102
8763116;13.0;2.0;49.0;11846.0;603.0;1.0;3.0;5.0;2.0;6.0;1.0;98.0;998.0;3.0;13101.0;998.0;2.0;13101.0;998.0;;98.0;1.0;0.0;3.0;1.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;98.0;10.0;101.0;10101.0;98.0;13101.0;13101.0;10_101_10101
294540;6.0;2.0;17.0;12318.0;45.0;1.0;1.0;1.0;1.0;63.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;7.0;5.0;2.0;2.0;98.0;98.0;1.0;A;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;7.0;98.0;14.0;142.0;14201.0;98.0;98.0;98.0;14_142_14201
6066767;4.0;1.0;1.0;13594.0;147.0;1.0;1.0;1.0;1.0;35.0;1.0;98.0;998.0;3.0;13123.0;998.0;7.0;98.0;998.0;2011.0;1.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;1.0;C;98.0;98.0;98.0;9998.0;998.0;998.0;170.0;12.0;98.0;13.0;131.0;13110.0;98.0;13123.0;98.0;13_131_13110
3801631;4.0;1.0;10.0;1862.0;572.0;1.0;2.0;5.0;1.0;23.0;1.0;98.0;998.0;3.0;5109.0;998.0;2.0;13114.0;998.0;9998.0;98.0;1.0;5.0;12.0;2.0;2.0;98.0;98.0;5.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;17.0;98.0;13.0;131.0;13123.0;98.0;5109.0;13114.0;13_131_13123
14787352;2.0;2.0;9.0;1971.0;97.0;1.0;1.0;1.0;2.0;51.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;7407.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;2.0;98.0;98.0;7.0;98;2.0;2.0;8.0;1998.0;998.0;998.0;998.0;8.0;98.0;5.0;53.0;5301.0;98.0;98.0;7407.0;5_53_5301
16781343;11.0;1.0;1.0;15697.0;259.0;1.0;4.0;5.0;1.0;0.0;1.0;98.0;998.0;1.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;3.0;98.0;98.0;98.0;2.0;98.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;98.0;2.0;22.0;2201.0;98.0;98.0;98.0;2_22_2201
9215797;1.0;1.0;1.0;13864.0;1106.0;1.0;1.0;1.0;1.0;46.0;;98.0;998.0;3.0;9211.0;998.0;2.0;9211.0;998.0;9998.0;98.0;2.0;4.0;8.0;2.0;2.0;98.0;98.0;1.0;H;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;12.0;98.0;9.0;91.0;9113.0;98.0;9211.0;9211.0;9_91_9113
