;DC;AREA;ZC_LOC;ID_ZONA_LOC;NVIV;NHOGAR;PERSONAN;P07;P08;P09;P10;P10COMUNA;P10PAIS;P11;P11COMUNA;P11PAIS;P12;P12COMUNA;P12PAIS;P12A_LLEGADA;P12A_TRAMO;P13;P14;P15;P15A;P16;P16A;P16A_OTRO;P17;P18;P19;P20;P21M;P21A;P10PAIS_GRUPO;P11PAIS_GRUPO;P12PAIS_GRUPO;ESCOLARIDAD;P16A_GRUPO;REGION_15R;PROVINCIA_15R;COMUNA_15R;P10COMUNA_15R;P11COMUNA_15R;P12COMUNA_15R;REGION_PROVINCIA_COMUNA
8136475;5.0;1.0;6.0;10306.0;1225.0;1.0;2.0;2.0;2.0;54.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;1.0;G;4.0;4.0;5.0;1995.0;998.0;998.0;998.0;12.0;98.0;10.0;103.0;10301.0;98.0;98.0;98.0;10_103_10301
14244748;3.0;1.0;5.0;2164.0;507.0;1.0;3.0;5.0;1.0;24.0;1.0;98.0;998.0;3.0;5109.0;998.0;2.0;6301.0;998.0;9998.0;98.0;2.0;5.0;12.0;1.0;2.0;98.0;98.0;5.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;17.0;98.0;5.0;57.0;5701.0;98.0;5109.0;6301.0;5_57_5701
8906509;10.0;2.0;33.0;5701.0;1.0;1.0;4.0;5.0;1.0;3.0;1.0;98.0;998.0;1.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;3.0;98.0;98.0;98.0;1.0;1.0;98.0;98.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;0.0;1.0;9.0;92.0;9207.0;98.0;98.0;98.0;9_92_9207
16985799;3.0;1.0;2.0;5406.0;114.0;1.0;2.0;5.0;1.0;29.0;1.0;98.0;998.0;3.0;2201.0;998.0;2.0;2201.0;998.0;9998.0;98.0;1.0;5.0;12.0;1.0;2.0;98.0;98.0;1.0;C;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;17.0;98.0;2.0;21.0;2101.0;98.0;2201.0;2201.0;2_21_2101
5735689;2.0;1.0;3.0;2147.0;817.0;1.0;4.0;14.0;2.0;35.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;7.0;5.0;2.0;2.0;98.0;98.0;6.0;98;1.0;1.0;7.0;1998.0;998.0;998.0;998.0;7.0;98.0;13.0;131.0;13112.0;98.0;98.0;98.0;13_131_13112
9364376;2.0;1.0;1.0;9365.0;460.0;1.0;3.0;5.0;2.0;19.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;2.0;98.0;98.0;5.0;98;99.0;99.0;99.0;9999.0;998.0;998.0;998.0;12.0;98.0;9.0;91.0;9108.0;98.0;98.0;98.0;9_91_9108
4049580;10.0;1.0;4.0;4733.0;400.0;1.0;1.0;1.0;1.0;47.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;3.0;7.0;2.0;2.0;98.0;98.0;1.0;N;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;11.0;98.0;13.0;131.0;13122.0;98.0;98.0;98.0;13_131_13122
462921;4.0;1.0;3.0;8849.0;1109.0;1.0;1.0;1.0;1.0;54.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;3.0;8.0;2.0;2.0;98.0;98.0;1.0;F;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;11.0;98.0;14.0;141.0;14101.0;98.0;98.0;98.0;14_141_14101
6081701;5.0;1.0;2.0;10652.0;520.0;1.0;4.0;7.0;2.0;41.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;4.0;7.0;1.0;1.0;1.0;98.0;1.0;H;99.0;99.0;99.0;9999.0;998.0;998.0;998.0;12.0;1.0;13.0;131.0;13110.0;98.0;98.0;98.0;13_131_13110
711884;2.0;2.0;14.0;6967.0;87.0;1.0;2.0;2.0;2.0;72.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;13403.0;998.0;9998.0;98.0;2.0;2.0;6.0;2.0;2.0;98.0;98.0;7.0;98;7.0;4.0;10.0;1978.0;998.0;998.0;998.0;2.0;98.0;13.0;136.0;13604.0;98.0;98.0;13403.0;13_136_13604
8461214;1.0;1.0;1.0;7938.0;1035.0;1.0;;1.0;1.0;61.0;1.0;98.0;998.0;2.0;98.0;998.0;1.0;98.0;998.0;9998.0;98.0;2.0;8.0;5.0;1.0;2.0;98.0;98.0;7.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;8.0;98.0;10.0;101.0;10108.0;98.0;98.0;98.0;10_101_10108
15591236;99.0;1.0;999.0;10178.0;134.0;1.0;174.0;19.0;1.0;72.0;2.0;98.0;998.0;3.0;13101.0;998.0;2.0;9211.0;998.0;9998.0;98.0;2.0;6.0;6.0;1.0;1.0;1.0;98.0;8.0;98;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;6.0;1.0;5.0;51.0;5101.0;98.0;13101.0;9211.0;5_51_5101
3467411;4.0;1.0;15.0;14508.0;726.0;1.0;1.0;1.0;1.0;42.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;13104.0;998.0;9998.0;98.0;2.0;3.0;11.0;1.0;2.0;98.0;98.0;1.0;Z;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;15.0;98.0;13.0;131.0;13125.0;98.0;98.0;13104.0;13_131_13125
11928334;3.0;1.0;1.0;11364.0;307.0;1.0;1.0;1.0;1.0;65.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;12104.0;998.0;9998.0;98.0;2.0;1.0;10.0;2.0;2.0;98.0;98.0;1.0;G;98.0;98.0;98.0;9998.0;998.0;998.0;998.0;7.0;98.0;7.0;74.0;7404.0;98.0;98.0;12104.0;7_74_7404
7002989;3.0;1.0;1.0;10556.0;327.0;1.0;3.0;5.0;2.0;26.0;1.0;98.0;998.0;2.0;98.0;998.0;2.0;7201.0;998.0;9998.0;98.0;1.0;2.0;8.0;2.0;2.0;98.0;98.0;5.0;98;1.0;1.0;7.0;2010.0;998.0;998.0;998.0;10.0;98.0;13.0;131.0;13104.0;98.0;98.0;7201.0;13_131_13104
